fullName,firstName,lastName,gender,house,constituency,party,role,uri,membership_start,membership_end
Patrick O'Reilly,Patrick,O'Reilly,,11th Seanad,Administrative Panel,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-O'Reilly.D.1943-07-01,1965-06-23,1969-07-24
Patrick O'Reilly,Patrick,O'Reilly,,17th Dáil,Cavan,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-O'Reilly.D.1943-07-01,1961-10-11,1965-03-18
Patrick O'Reilly,Patrick,O'Reilly,,16th Dáil,Cavan,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-O'Reilly.D.1943-07-01,1957-03-20,1961-09-15
Patrick O'Reilly,Patrick,O'Reilly,,15th Dáil,Cavan,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-O'Reilly.D.1943-07-01,1954-06-02,1957-02-12
Patrick O'Reilly,Patrick,O'Reilly,,14th Dáil,Cavan,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-O'Reilly.D.1943-07-01,1951-06-13,1954-04-24
Patrick O'Reilly,Patrick,O'Reilly,,12th Dáil,Cavan,Clann na Talmhan,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-O'Reilly.D.1943-07-01,1944-06-09,1948-01-12
Patrick O'Reilly,Patrick,O'Reilly,,11th Dáil,Cavan,Clann na Talmhan,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-O'Reilly.D.1943-07-01,1943-07-01,1944-05-10
Patrick O'Reilly,Patrick,O'Reilly,,13th Dáil,Cavan,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-O'Reilly.D.1948-02-18,1948-02-18,1951-05-07
Patrick O'Reilly,Patrick,O'Reilly,,11th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-O'Reilly.S.1944-08-18,1965-06-23,1969-07-24
Patrick O'Reilly,Patrick,O'Reilly,,10th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-O'Reilly.S.1944-08-18,1961-12-14,1965-04-28
Patrick O'Reilly,Patrick,O'Reilly,,9th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-O'Reilly.S.1944-08-18,1957-05-22,1961-09-01
Patrick O'Reilly,Patrick,O'Reilly,,8th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-O'Reilly.S.1944-08-18,1954-07-22,1957-03-28
Patrick O'Reilly,Patrick,O'Reilly,,7th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-O'Reilly.S.1944-08-18,1951-08-14,1954-07-07
Patrick O'Reilly,Patrick,O'Reilly,,6th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-O'Reilly.S.1944-08-18,1948-04-21,1951-07-25
Patrick O'Reilly,Patrick,O'Reilly,,5th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-O'Reilly.S.1944-08-18,1944-08-18,1948-03-12
Patrick John O'Reilly,Patrick John,O'Reilly,,5th Seanad,Cultural and Educational Panel,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-John-O'Reilly.S.1944-08-18,1944-08-18,1948-03-12
Pauline O'Reilly,Pauline,O'Reilly,,26th Seanad,Labour Panel,Green Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Pauline-O'Reilly.S.2020-03-30,2020-03-30,2025-01-29
Sarah O'Reilly,Sarah,O'Reilly,,27th Seanad,Agricultural Panel,Aontú,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Sarah-O'Reilly.S.2025-01-29,2025-01-29,
Thomas O'Reilly,Thomas,O'Reilly,,7th Dáil,Kerry,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-O'Reilly.D.1927-06-23,1932-03-09,1933-01-02
Thomas O'Reilly,Thomas,O'Reilly,,6th Dáil,Kerry,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-O'Reilly.D.1927-06-23,1927-10-11,1932-01-29
Thomas O'Reilly,Thomas,O'Reilly,,5th Dáil,Kerry,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-O'Reilly.D.1927-06-23,1927-06-23,1927-08-25
Thomas P. O'Reilly,Thomas P.,O'Reilly,,12th Dáil,Cavan,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Thomas-P-O'Reilly.D.1944-06-09,1944-06-09,1948-01-12
"Patrick O'Reilly,",Patrick,"O'Reilly,",,7th Seanad,Cultural and Educational Panel,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Patrick-F-O'Reilly.S.1951-08-14,1951-08-14,1954-07-07
Brian O'Rourke,Brian,O'Rourke,,2nd Seanad,Industrial and Commercial Panel,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Brian-O'Rourke.S.1922-06-12,1938-04-27,1938-07-22
Brian O'Rourke,Brian,O'Rourke,,1934 Seanad,1934,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Brian-O'Rourke.S.1922-06-12,1934-12-06,1936-05-29
Brian O'Rourke,Brian,O'Rourke,,1931 Seanad,1931,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Brian-O'Rourke.S.1922-06-12,1931-12-06,1934-12-05
Brian O'Rourke,Brian,O'Rourke,,1928 Seanad,1928,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Brian-O'Rourke.S.1922-06-12,1928-12-06,1931-12-05
Brian O'Rourke,Brian,O'Rourke,,1925 Seanad,1925,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Brian-O'Rourke.S.1922-06-12,1925-12-06,1928-12-05
Brian O'Rourke,Brian,O'Rourke,,1922 Seanad,,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Brian-O'Rourke.S.1922-06-12,1922-12-06,1925-12-05
Daniel O'Rourke,Daniel,O'Rourke,,7th Seanad,Labour Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Daniel-O'Rourke.D.1921-08-16,1951-08-14,1954-07-07
Daniel O'Rourke,Daniel,O'Rourke,,13th Dáil,Roscommon,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Daniel-O'Rourke.D.1921-08-16,1948-02-18,1951-05-07
Daniel O'Rourke,Daniel,O'Rourke,,12th Dáil,Roscommon,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Daniel-O'Rourke.D.1921-08-16,1944-06-09,1948-01-12
Daniel O'Rourke,Daniel,O'Rourke,,10th Dáil,Roscommon,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Daniel-O'Rourke.D.1921-08-16,1938-06-30,1943-05-31
Daniel O'Rourke,Daniel,O'Rourke,,9th Dáil,Roscommon,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Daniel-O'Rourke.D.1921-08-16,1937-07-21,1938-05-27
Daniel O'Rourke,Daniel,O'Rourke,,7th Dáil,Roscommon,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Daniel-O'Rourke.D.1921-08-16,1932-03-09,1933-01-02
Daniel O'Rourke,Daniel,O'Rourke,,3rd Dáil,Mayo South-Roscommon South,Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Daniel-O'Rourke.D.1921-08-16,1922-09-09,1923-08-09
Daniel O'Rourke,Daniel,O'Rourke,,2nd Dáil,Mayo South-Roscommon South,Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Daniel-O'Rourke.D.1921-08-16,1921-08-16,1922-06-16
Darren O'Rourke,Darren,O'Rourke,,33rd Dáil,Meath East,Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Darren-O'Rourke.D.2020-02-08,2020-02-08,2024-11-08
Darren O'Rourke,Darren,O'Rourke,,34th Dáil,Meath East,Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Darren-O'Rourke.D.2020-02-08,2024-11-29,
Frank O'Rourke,Frank,O'Rourke,,32nd Dáil,Kildare North,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Frank-O'Rourke.D.2016-10-03,2016-03-10,2020-01-14
Mary O'Rourke,Mary,O'Rourke,,30th Dáil,Longford-Westmeath,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-O'Rourke.S.1981-10-08,2007-06-14,2011-02-01
Mary O'Rourke,Mary,O'Rourke,,22nd Seanad,Nominated by the Taoiseach,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-O'Rourke.S.1981-10-08,2002-09-12,2007-07-22
Mary O'Rourke,Mary,O'Rourke,,21st Seanad,Nominated by the Taoiseach,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-O'Rourke.S.1981-10-08,2002-05-22,2002-06-26
Mary O'Rourke,Mary,O'Rourke,,28th Dáil,Westmeath,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-O'Rourke.S.1981-10-08,1997-06-26,2002-04-25
Mary O'Rourke,Mary,O'Rourke,,27th Dáil,Westmeath,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-O'Rourke.S.1981-10-08,1992-12-14,1997-05-15
Mary O'Rourke,Mary,O'Rourke,,26th Dáil,Longford-Westmeath,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-O'Rourke.S.1981-10-08,1989-06-29,1992-11-05
Mary O'Rourke,Mary,O'Rourke,,25th Dáil,Longford-Westmeath,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-O'Rourke.S.1981-10-08,1987-03-10,1989-05-25
Mary O'Rourke,Mary,O'Rourke,,24th Dáil,Longford-Westmeath,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-O'Rourke.S.1981-10-08,1982-12-14,1987-01-21
Mary O'Rourke,Mary,O'Rourke,,16th Seanad,Cultural and Educational Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-O'Rourke.S.1981-10-08,1982-05-13,1982-12-21
Mary O'Rourke,Mary,O'Rourke,,15th Seanad,Cultural and Educational Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Mary-O'Rourke.S.1981-10-08,1981-10-08,1982-04-16
Cathal O'Shannon,Cathal,O'Shannon,,3rd Dáil,Louth-Meath,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Cathal-O'Shannon.D.1922-09-09,1922-09-09,1923-08-09
Andrew O'Shaughnessy,Andrew,O'Shaughnessy,,4th Dáil,Cork Borough,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Andrew-O'Shaughnessy.D.1923-09-19,1923-09-19,1927-05-23
John Joseph O'Shaughnessy,John Joseph,O'Shaughnessy,,9th Dáil,Limerick,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/John-Joseph-O'Shaughnessy.D.1932-03-09,1937-07-21,1938-05-27
John Joseph O'Shaughnessy,John Joseph,O'Shaughnessy,,7th Dáil,Limerick,Farmers Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/John-Joseph-O'Shaughnessy.D.1932-03-09,1932-03-09,1933-01-02
Brian O'Shea,Brian,O'Shea,,30th Dáil,Waterford,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Brian-O'Shea.S.1987-04-25,2007-06-14,2011-02-01
Brian O'Shea,Brian,O'Shea,,29th Dáil,Waterford,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Brian-O'Shea.S.1987-04-25,2002-06-06,2007-04-30
Brian O'Shea,Brian,O'Shea,,28th Dáil,Waterford,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Brian-O'Shea.S.1987-04-25,1997-06-26,2002-04-25
Brian O'Shea,Brian,O'Shea,,27th Dáil,Waterford,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Brian-O'Shea.S.1987-04-25,1992-12-14,1997-05-15
Brian O'Shea,Brian,O'Shea,,26th Dáil,Waterford,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Brian-O'Shea.S.1987-04-25,1989-06-29,1992-11-05
Brian O'Shea,Brian,O'Shea,,18th Seanad,Industrial and Commercial Panel,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Brian-O'Shea.S.1987-04-25,1987-04-25,1989-07-05
John Paul O'Shea,John Paul,O'Shea,,34th Dáil,Cork North-West,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/John-Paul-O'Shea.D.2024-11-29,2024-11-29,
Christopher O'Sullivan,Christopher,O'Sullivan,,33rd Dáil,Cork South-West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Christopher-O'Sullivan.D.2020-02-08,2020-02-08,2024-11-08
Christopher O'Sullivan,Christopher,O'Sullivan,,34th Dáil,Cork South-West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Christopher-O'Sullivan.D.2020-02-08,2024-11-29,
Christy O'Sullivan,Christy,O'Sullivan,,30th Dáil,Cork South-West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Christy-O'Sullivan.D.2007-06-14,2007-06-14,2011-02-01
Denis O'Sullivan,Denis,O'Sullivan,,11th Seanad,Industrial and Commercial Panel,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Denis-O'Sullivan.D.1951-06-13,1965-06-23,1969-07-24
Denis O'Sullivan,Denis,O'Sullivan,,17th Dáil,Cork Mid,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Denis-O'Sullivan.D.1951-06-13,1961-10-11,1965-03-18
Denis O'Sullivan,Denis,O'Sullivan,,16th Dáil,Cork North,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Denis-O'Sullivan.D.1951-06-13,1957-03-20,1961-09-15
Denis O'Sullivan,Denis,O'Sullivan,,15th Dáil,Cork North,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Denis-O'Sullivan.D.1951-06-13,1954-06-02,1957-02-12
Denis O'Sullivan,Denis,O'Sullivan,,14th Dáil,Cork North,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Denis-O'Sullivan.D.1951-06-13,1951-06-13,1954-04-24
Donal O'Sullivan,Donal,O'Sullivan,,4th Seanad,Cultural and Educational Panel,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Donal-O'Sullivan.S.1943-08-09,1943-09-08,1944-07-05
Gearóid O'Sullivan,Gearóid,O'Sullivan,,2nd Seanad,Cultural and Educational Panel,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gearóid-O'Sullivan.D.1921-08-16,1938-04-27,1938-07-22
Gearóid O'Sullivan,Gearóid,O'Sullivan,,8th Dáil,Dublin County,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gearóid-O'Sullivan.D.1921-08-16,1933-02-08,1937-06-14
Gearóid O'Sullivan,Gearóid,O'Sullivan,,7th Dáil,Dublin County,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gearóid-O'Sullivan.D.1921-08-16,1932-03-09,1933-01-02
Gearóid O'Sullivan,Gearóid,O'Sullivan,,6th Dáil,Dublin County,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gearóid-O'Sullivan.D.1921-08-16,1927-10-11,1932-01-29
Gearóid O'Sullivan,Gearóid,O'Sullivan,,5th Dáil,Dublin County,Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gearóid-O'Sullivan.D.1921-08-16,1927-08-24,1927-08-25
Gearóid O'Sullivan,Gearóid,O'Sullivan,,3rd Dáil,Carlow-Kilkenny,Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gearóid-O'Sullivan.D.1921-08-16,1922-09-09,1923-08-09
Gearóid O'Sullivan,Gearóid,O'Sullivan,,2nd Dáil,Carlow-Kilkenny,Sinn Féin,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gearóid-O'Sullivan.D.1921-08-16,1921-08-16,1922-06-16
Gerry O'Sullivan,Gerry,O'Sullivan,,27th Dáil,Cork North-Central,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gerry-O'Sullivan.D.1989-06-29,1992-12-14,1994-08-05
Gerry O'Sullivan,Gerry,O'Sullivan,,26th Dáil,Cork North-Central,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Gerry-O'Sullivan.D.1989-06-29,1989-06-29,1992-11-05
Grace O'Sullivan,Grace,O'Sullivan,,25th Seanad,Agricultural Panel,Green Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Grace-O'Sullivan.S.2016-04-25,2016-04-25,2019-07-01
Jan O'Sullivan,Jan,O'Sullivan,,32nd Dáil,Limerick City,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Jan-O'Sullivan.S.1993-02-17,2016-03-10,2020-01-14
Jan O'Sullivan,Jan,O'Sullivan,,31st Dáil,Limerick City,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Jan-O'Sullivan.S.1993-02-17,2011-03-09,2016-03-09
Jan O'Sullivan,Jan,O'Sullivan,,30th Dáil,Limerick East,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Jan-O'Sullivan.S.1993-02-17,2007-06-14,2011-02-01
Jan O'Sullivan,Jan,O'Sullivan,,29th Dáil,Limerick East,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Jan-O'Sullivan.S.1993-02-17,2002-06-06,2007-04-30
Jan O'Sullivan,Jan,O'Sullivan,,28th Dáil,Limerick East,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Jan-O'Sullivan.S.1993-02-17,1998-03-11,2002-04-25
Jan O'Sullivan,Jan,O'Sullivan,,20th Seanad,Administrative Panel,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Jan-O'Sullivan.S.1993-02-17,1993-02-17,1997-07-10
John L. O'Sullivan,John L.,O'Sullivan,,20th Dáil,Cork South-West,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/John-L-O'Sullivan.S.1954-07-22,1973-03-14,1977-05-25
John L. O'Sullivan,John L.,O'Sullivan,,19th Dáil,Cork South-West,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/John-L-O'Sullivan.S.1954-07-22,1969-07-02,1973-02-05
John L. O'Sullivan,John L.,O'Sullivan,,9th Seanad,Administrative Panel,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/John-L-O'Sullivan.S.1954-07-22,1957-05-22,1961-09-01
John L. O'Sullivan,John L.,O'Sullivan,,8th Seanad,Administrative Panel,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/John-L-O'Sullivan.S.1954-07-22,1954-07-22,1957-03-28
Martin O'Sullivan,Martin,O'Sullivan,,13th Dáil,Dublin North-Central,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Martin-O'Sullivan.D.1943-07-01,1948-02-18,1951-05-07
Martin O'Sullivan,Martin,O'Sullivan,,12th Dáil,Dublin North-West,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Martin-O'Sullivan.D.1943-07-01,1944-06-09,1948-01-12
Martin O'Sullivan,Martin,O'Sullivan,,11th Dáil,Dublin North-West,Labour Party,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Martin-O'Sullivan.D.1943-07-01,1943-07-01,1944-05-10
Maureen O'Sullivan,Maureen,O'Sullivan,,32nd Dáil,Dublin Central,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Maureen-O'Sullivan.D.2009-06-05,2016-03-10,2020-01-14
Maureen O'Sullivan,Maureen,O'Sullivan,,31st Dáil,Dublin Central,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Maureen-O'Sullivan.D.2009-06-05,2011-03-09,2016-03-09
Maureen O'Sullivan,Maureen,O'Sullivan,,30th Dáil,Dublin Central,Independent,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Maureen-O'Sullivan.D.2009-06-05,2009-06-05,2011-02-01
Ned O'Sullivan,Ned,O'Sullivan,,25th Seanad,Labour Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Ned-O'Sullivan.S.2007-07-23,2016-04-25,2020-03-29
Ned O'Sullivan,Ned,O'Sullivan,,24th Seanad,Labour Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Ned-O'Sullivan.S.2007-07-23,2011-05-25,2016-04-24
Ned O'Sullivan,Ned,O'Sullivan,,23rd Seanad,Labour Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Ned-O'Sullivan.S.2007-07-23,2007-07-23,2011-04-25
Ned O'Sullivan,Ned,O'Sullivan,,26th Seanad,Labour Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Ned-O'Sullivan.S.2007-07-23,2020-03-30,2025-01-29
Prof. John Marcus O'Sullivan,Prof. John Marcus,O'Sullivan,,10th Dáil,Kerry North,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Prof-John-Marcus-O'Sullivan.D.1923-09-19,1938-06-30,1943-05-31
Prof. John Marcus O'Sullivan,Prof. John Marcus,O'Sullivan,,9th Dáil,Kerry North,Fine Gael,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Prof-John-Marcus-O'Sullivan.D.1923-09-19,1937-07-21,1938-05-27
Prof. John Marcus O'Sullivan,Prof. John Marcus,O'Sullivan,,8th Dáil,Kerry,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Prof-John-Marcus-O'Sullivan.D.1923-09-19,1933-02-08,1937-06-14
Prof. John Marcus O'Sullivan,Prof. John Marcus,O'Sullivan,,7th Dáil,Kerry,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Prof-John-Marcus-O'Sullivan.D.1923-09-19,1932-03-09,1933-01-02
Prof. John Marcus O'Sullivan,Prof. John Marcus,O'Sullivan,,6th Dáil,Kerry,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Prof-John-Marcus-O'Sullivan.D.1923-09-19,1927-10-11,1932-01-29
Prof. John Marcus O'Sullivan,Prof. John Marcus,O'Sullivan,,5th Dáil,Kerry,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Prof-John-Marcus-O'Sullivan.D.1923-09-19,1927-06-23,1927-08-25
Prof. John Marcus O'Sullivan,Prof. John Marcus,O'Sullivan,,4th Dáil,Kerry,Cumann na nGaedheal,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Prof-John-Marcus-O'Sullivan.D.1923-09-19,1923-09-19,1927-05-23
Pádraig O'Sullivan,Pádraig,O'Sullivan,,32nd Dáil,Cork North-Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Pádraig-O'Sullivan.D.2019-11-29,2019-11-29,2020-01-14
Pádraig O'Sullivan,Pádraig,O'Sullivan,,33rd Dáil,Cork North-Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Pádraig-O'Sullivan.D.2019-11-29,2020-02-08,2024-11-08
Pádraig O'Sullivan,Pádraig,O'Sullivan,,34th Dáil,Cork North-Central,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Pádraig-O'Sullivan.D.2019-11-29,2024-11-29,
Terence O'Sullivan,Terence,O'Sullivan,,12th Seanad,Nominated by the Taoiseach,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Terence-O'Sullivan.S.1970-11-19,1969-11-05,1973-03-30
Timothy O'Sullivan,Timothy,O'Sullivan,,11th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Timothy-O'Sullivan.D.1937-07-21,1965-06-23,1969-07-24
Timothy O'Sullivan,Timothy,O'Sullivan,,10th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Timothy-O'Sullivan.D.1937-07-21,1961-12-14,1965-04-28
Timothy O'Sullivan,Timothy,O'Sullivan,,9th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Timothy-O'Sullivan.D.1937-07-21,1957-05-22,1961-09-01
Timothy O'Sullivan,Timothy,O'Sullivan,,8th Seanad,Agricultural Panel,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Timothy-O'Sullivan.D.1937-07-21,1954-07-22,1957-03-28
Timothy O'Sullivan,Timothy,O'Sullivan,,14th Dáil,Cork West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Timothy-O'Sullivan.D.1937-07-21,1951-06-13,1954-04-24
Timothy O'Sullivan,Timothy,O'Sullivan,,13th Dáil,Cork West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Timothy-O'Sullivan.D.1937-07-21,1948-02-18,1951-05-07
Timothy O'Sullivan,Timothy,O'Sullivan,,12th Dáil,Cork West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Timothy-O'Sullivan.D.1937-07-21,1944-06-09,1948-01-12
Timothy O'Sullivan,Timothy,O'Sullivan,,11th Dáil,Cork West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Timothy-O'Sullivan.D.1937-07-21,1943-07-01,1944-05-10
Timothy O'Sullivan,Timothy,O'Sullivan,,10th Dáil,Cork West,Fianna Fáil,TD or Senator,https://data.oireachtas.ie/ie/oireachtas/member/id/Timothy-O'Sullivan.D.1937-07-21,1938-06-30,1943-05-31
